+----------------------+
| *** show Student *** |
+----------------------+
| *** show Student *** |
+----------------------+
+-----+--------+------+--------+
| sID | sName  | GPA  | sizeHS |
+-----+--------+------+--------+
| 123 | Amy    |  3.9 |   1000 |
| 234 | Bob    |  3.6 |   1500 |
| 320 | Lori   | NULL |   2500 |
| 321 | Mary   |  2.5 |   1200 |
| 345 | Craig  |  3.5 |    500 |
| 432 | Kevin  | NULL |   1500 |
| 456 | Doris  |  3.9 |   1000 |
| 543 | Craig  |  3.4 |   2000 |
| 567 | Edward |  2.9 |   2000 |
| 654 | Amy    |  3.9 |   1000 |
| 678 | Fay    |  3.8 |    200 |
| 765 | Jay    |  2.9 |   1500 |
| 789 | Gary   |  3.4 |    800 |
| 876 | Irene  |  3.9 |    400 |
| 987 | Helen  |  3.7 |    800 |
+-----+--------+------+--------+
+----------------------+
| *** show College *** |
+----------------------+
| *** show College *** |
+----------------------+
+----------+-------+------------+
| cName    | state | enrollment |
+----------+-------+------------+
| Berkeley | CA    |      36000 |
| Cornell  | NY    |      21000 |
| Irene    | TX    |      25000 |
| MIT      | MA    |      10000 |
| Stanford | CA    |      15000 |
+----------+-------+------------+
+--------------------+
| *** show Apply *** |
+--------------------+
| *** show Apply *** |
+--------------------+
+------+----------+----------------+----------+
| sID  | cName    | major          | decision |
+------+----------+----------------+----------+
|  123 | Berkeley | CS             |        1 |
|  123 | Cornell  | EE             |        1 |
|  123 | Stanford | CS             |        1 |
|  123 | Stanford | EE             |        0 |
|  234 | Berkeley | biology        |        0 |
|  321 | MIT      | history        |        0 |
|  321 | MIT      | psychology     |        1 |
|  345 | Cornell  | bioengineering |        0 |
|  345 | Cornell  | CS             |        1 |
|  345 | Cornell  | EE             |        0 |
|  345 | MIT      | bioengineering |        1 |
|  543 | MIT      | CS             |        0 |
|  678 | Stanford | history        |        1 |
|  765 | Cornell  | history        |        0 |
|  765 | Cornell  | psychology     |        1 |
|  765 | Stanford | history        |        1 |
|  876 | MIT      | biology        |        1 |
|  876 | MIT      | marine biology |        0 |
|  876 | Stanford | CS             |        0 |
|  987 | Berkeley | CS             |        1 |
|  987 | Stanford | CS             |        1 |
+------+----------+----------------+----------+
+------------------+
| *** query #1 *** |
+------------------+
| *** query #1 *** |
+------------------+
+-----+--------+------+--------+------+----------+----------------+----------+
| sID | sName  | GPA  | sizeHS | sID  | cName    | major          | decision |
| 234 | Bob    |  3.6 |   1500 |  345 | Cornell  | CS             |        1 |
| 234 | Bob    |  3.6 |   1500 |  345 | Cornell  | EE             |        0 |
| 234 | Bob    |  3.6 |   1500 |  345 | MIT      | bioengineering |        1 |
| 234 | Bob    |  3.6 |   1500 |  543 | MIT      | CS             |        0 |
| 234 | Bob    |  3.6 |   1500 |  678 | Stanford | history        |        1 |
| 234 | Bob    |  3.6 |   1500 |  765 | Cornell  | history        |        0 |
| 234 | Bob    |  3.6 |   1500 |  765 | Cornell  | psychology     |        1 |
| 234 | Bob    |  3.6 |   1500 |  765 | Stanford | history        |        1 |
| 234 | Bob    |  3.6 |   1500 |  876 | MIT      | biology        |        1 |
| 234 | Bob    |  3.6 |   1500 |  876 | MIT      | marine biology |        0 |
| 234 | Bob    |  3.6 |   1500 |  876 | Stanford | CS             |        0 |
| 234 | Bob    |  3.6 |   1500 |  987 | Berkeley | CS             |        1 |
| 234 | Bob    |  3.6 |   1500 |  987 | Stanford | CS             |        1 |
| 320 | Lori   | NULL |   2500 |  123 | Berkeley | CS             |        1 |
| 320 | Lori   | NULL |   2500 |  123 | Cornell  | EE             |        1 |
| 320 | Lori   | NULL |   2500 |  123 | Stanford | CS             |        1 |
| 320 | Lori   | NULL |   2500 |  123 | Stanford | EE             |        0 |
| 320 | Lori   | NULL |   2500 |  234 | Berkeley | biology        |        0 |
| 320 | Lori   | NULL |   2500 |  321 | MIT      | history        |        0 |
| 320 | Lori   | NULL |   2500 |  321 | MIT      | psychology     |        1 |
| 320 | Lori   | NULL |   2500 |  345 | Cornell  | bioengineering |        0 |
| 320 | Lori   | NULL |   2500 |  345 | Cornell  | CS             |        1 |
| 320 | Lori   | NULL |   2500 |  345 | Cornell  | EE             |        0 |
| 320 | Lori   | NULL |   2500 |  345 | MIT      | bioengineering |        1 |
| 320 | Lori   | NULL |   2500 |  543 | MIT      | CS             |        0 |
| 320 | Lori   | NULL |   2500 |  678 | Stanford | history        |        1 |
| 320 | Lori   | NULL |   2500 |  765 | Cornell  | history        |        0 |
| 320 | Lori   | NULL |   2500 |  765 | Cornell  | psychology     |        1 |
| 320 | Lori   | NULL |   2500 |  765 | Stanford | history        |        1 |
| 320 | Lori   | NULL |   2500 |  876 | MIT      | biology        |        1 |
| 320 | Lori   | NULL |   2500 |  876 | MIT      | marine biology |        0 |
| 320 | Lori   | NULL |   2500 |  876 | Stanford | CS             |        0 |
| 320 | Lori   | NULL |   2500 |  987 | Berkeley | CS             |        1 |
| 320 | Lori   | NULL |   2500 |  987 | Stanford | CS             |        1 |
| 321 | Mary   |  2.5 |   1200 |  123 | Berkeley | CS             |        1 |
| 321 | Mary   |  2.5 |   1200 |  123 | Cornell  | EE             |        1 |
| 321 | Mary   |  2.5 |   1200 |  123 | Stanford | CS             |        1 |
| 321 | Mary   |  2.5 |   1200 |  123 | Stanford | EE             |        0 |
| 321 | Mary   |  2.5 |   1200 |  234 | Berkeley | biology        |        0 |
| 321 | Mary   |  2.5 |   1200 |  321 | MIT      | history        |        0 |
| 321 | Mary   |  2.5 |   1200 |  321 | MIT      | psychology     |        1 |
| 321 | Mary   |  2.5 |   1200 |  345 | Cornell  | bioengineering |        0 |
| 321 | Mary   |  2.5 |   1200 |  345 | Cornell  | CS             |        1 |
| 321 | Mary   |  2.5 |   1200 |  345 | Cornell  | EE             |        0 |
| 321 | Mary   |  2.5 |   1200 |  345 | MIT      | bioengineering |        1 |
| 321 | Mary   |  2.5 |   1200 |  543 | MIT      | CS             |        0 |
| 321 | Mary   |  2.5 |   1200 |  678 | Stanford | history        |        1 |
| 321 | Mary   |  2.5 |   1200 |  765 | Cornell  | history        |        0 |
| 321 | Mary   |  2.5 |   1200 |  765 | Cornell  | psychology     |        1 |
| 321 | Mary   |  2.5 |   1200 |  765 | Stanford | history        |        1 |
| 321 | Mary   |  2.5 |   1200 |  876 | MIT      | biology        |        1 |
| 321 | Mary   |  2.5 |   1200 |  876 | MIT      | marine biology |        0 |
| 321 | Mary   |  2.5 |   1200 |  876 | Stanford | CS             |        0 |
| 321 | Mary   |  2.5 |   1200 |  987 | Berkeley | CS             |        1 |
| 321 | Mary   |  2.5 |   1200 |  987 | Stanford | CS             |        1 |
| 345 | Craig  |  3.5 |    500 |  123 | Berkeley | CS             |        1 |
| 345 | Craig  |  3.5 |    500 |  123 | Cornell  | EE             |        1 |
| 345 | Craig  |  3.5 |    500 |  123 | Stanford | CS             |        1 |
| 345 | Craig  |  3.5 |    500 |  123 | Stanford | EE             |        0 |
| 345 | Craig  |  3.5 |    500 |  234 | Berkeley | biology        |        0 |
| 345 | Craig  |  3.5 |    500 |  321 | MIT      | history        |        0 |
| 345 | Craig  |  3.5 |    500 |  321 | MIT      | psychology     |        1 |
| 345 | Craig  |  3.5 |    500 |  345 | Cornell  | bioengineering |        0 |
| 345 | Craig  |  3.5 |    500 |  345 | Cornell  | CS             |        1 |
| 345 | Craig  |  3.5 |    500 |  345 | Cornell  | EE             |        0 |
| 345 | Craig  |  3.5 |    500 |  345 | MIT      | bioengineering |        1 |
| 345 | Craig  |  3.5 |    500 |  543 | MIT      | CS             |        0 |
| 345 | Craig  |  3.5 |    500 |  678 | Stanford | history        |        1 |
| 345 | Craig  |  3.5 |    500 |  765 | Cornell  | history        |        0 |
| 345 | Craig  |  3.5 |    500 |  765 | Cornell  | psychology     |        1 |
| 345 | Craig  |  3.5 |    500 |  765 | Stanford | history        |        1 |
| 345 | Craig  |  3.5 |    500 |  876 | MIT      | biology        |        1 |
| 345 | Craig  |  3.5 |    500 |  876 | MIT      | marine biology |        0 |
| 345 | Craig  |  3.5 |    500 |  876 | Stanford | CS             |        0 |
| 345 | Craig  |  3.5 |    500 |  987 | Berkeley | CS             |        1 |
| 345 | Craig  |  3.5 |    500 |  987 | Stanford | CS             |        1 |
| 432 | Kevin  | NULL |   1500 |  123 | Berkeley | CS             |        1 |
| 432 | Kevin  | NULL |   1500 |  123 | Cornell  | EE             |        1 |
| 432 | Kevin  | NULL |   1500 |  123 | Stanford | CS             |        1 |
| 432 | Kevin  | NULL |   1500 |  123 | Stanford | EE             |        0 |
| 432 | Kevin  | NULL |   1500 |  234 | Berkeley | biology        |        0 |
| 432 | Kevin  | NULL |   1500 |  321 | MIT      | history        |        0 |
| 432 | Kevin  | NULL |   1500 |  321 | MIT      | psychology     |        1 |
| 432 | Kevin  | NULL |   1500 |  345 | Cornell  | bioengineering |        0 |
| 432 | Kevin  | NULL |   1500 |  345 | Cornell  | CS             |        1 |
| 432 | Kevin  | NULL |   1500 |  345 | Cornell  | EE             |        0 |
| 432 | Kevin  | NULL |   1500 |  345 | MIT      | bioengineering |        1 |
| 432 | Kevin  | NULL |   1500 |  543 | MIT      | CS             |        0 |
| 432 | Kevin  | NULL |   1500 |  678 | Stanford | history        |        1 |
| 432 | Kevin  | NULL |   1500 |  765 | Cornell  | history        |        0 |
| 432 | Kevin  | NULL |   1500 |  765 | Cornell  | psychology     |        1 |
| 432 | Kevin  | NULL |   1500 |  765 | Stanford | history        |        1 |
| 432 | Kevin  | NULL |   1500 |  876 | MIT      | biology        |        1 |
| 432 | Kevin  | NULL |   1500 |  876 | MIT      | marine biology |        0 |
| 432 | Kevin  | NULL |   1500 |  876 | Stanford | CS             |        0 |
| 432 | Kevin  | NULL |   1500 |  987 | Berkeley | CS             |        1 |
| 432 | Kevin  | NULL |   1500 |  987 | Stanford | CS             |        1 |
| 456 | Doris  |  3.9 |   1000 |  123 | Berkeley | CS             |        1 |
| 456 | Doris  |  3.9 |   1000 |  123 | Cornell  | EE             |        1 |
| 456 | Doris  |  3.9 |   1000 |  123 | Stanford | CS             |        1 |
| 456 | Doris  |  3.9 |   1000 |  123 | Stanford | EE             |        0 |
| 456 | Doris  |  3.9 |   1000 |  234 | Berkeley | biology        |        0 |
| 456 | Doris  |  3.9 |   1000 |  321 | MIT      | history        |        0 |
| 456 | Doris  |  3.9 |   1000 |  321 | MIT      | psychology     |        1 |
| 456 | Doris  |  3.9 |   1000 |  345 | Cornell  | bioengineering |        0 |
| 456 | Doris  |  3.9 |   1000 |  345 | Cornell  | CS             |        1 |
| 456 | Doris  |  3.9 |   1000 |  345 | Cornell  | EE             |        0 |
| 456 | Doris  |  3.9 |   1000 |  345 | MIT      | bioengineering |        1 |
| 456 | Doris  |  3.9 |   1000 |  543 | MIT      | CS             |        0 |
| 456 | Doris  |  3.9 |   1000 |  678 | Stanford | history        |        1 |
| 456 | Doris  |  3.9 |   1000 |  765 | Cornell  | history        |        0 |
| 456 | Doris  |  3.9 |   1000 |  765 | Cornell  | psychology     |        1 |
| 456 | Doris  |  3.9 |   1000 |  765 | Stanford | history        |        1 |
| 456 | Doris  |  3.9 |   1000 |  876 | MIT      | biology        |        1 |
| 456 | Doris  |  3.9 |   1000 |  876 | MIT      | marine biology |        0 |
| 456 | Doris  |  3.9 |   1000 |  876 | Stanford | CS             |        0 |
| 456 | Doris  |  3.9 |   1000 |  987 | Berkeley | CS             |        1 |
| 456 | Doris  |  3.9 |   1000 |  987 | Stanford | CS             |        1 |
| 543 | Craig  |  3.4 |   2000 |  123 | Berkeley | CS             |        1 |
| 543 | Craig  |  3.4 |   2000 |  123 | Cornell  | EE             |        1 |
| 543 | Craig  |  3.4 |   2000 |  123 | Stanford | CS             |        1 |
| 543 | Craig  |  3.4 |   2000 |  123 | Stanford | EE             |        0 |
| 543 | Craig  |  3.4 |   2000 |  234 | Berkeley | biology        |        0 |
| 543 | Craig  |  3.4 |   2000 |  321 | MIT      | history        |        0 |
| 543 | Craig  |  3.4 |   2000 |  321 | MIT      | psychology     |        1 |
| 543 | Craig  |  3.4 |   2000 |  345 | Cornell  | bioengineering |        0 |
| 543 | Craig  |  3.4 |   2000 |  345 | Cornell  | CS             |        1 |
| 543 | Craig  |  3.4 |   2000 |  345 | Cornell  | EE             |        0 |
| 543 | Craig  |  3.4 |   2000 |  345 | MIT      | bioengineering |        1 |
| 543 | Craig  |  3.4 |   2000 |  543 | MIT      | CS             |        0 |
| 543 | Craig  |  3.4 |   2000 |  678 | Stanford | history        |        1 |
| 543 | Craig  |  3.4 |   2000 |  765 | Cornell  | history        |        0 |
| 543 | Craig  |  3.4 |   2000 |  765 | Cornell  | psychology     |        1 |
| 543 | Craig  |  3.4 |   2000 |  765 | Stanford | history        |        1 |
| 543 | Craig  |  3.4 |   2000 |  876 | MIT      | biology        |        1 |
| 543 | Craig  |  3.4 |   2000 |  876 | MIT      | marine biology |        0 |
| 543 | Craig  |  3.4 |   2000 |  876 | Stanford | CS             |        0 |
| 543 | Craig  |  3.4 |   2000 |  987 | Berkeley | CS             |        1 |
| 543 | Craig  |  3.4 |   2000 |  987 | Stanford | CS             |        1 |
| 567 | Edward |  2.9 |   2000 |  123 | Berkeley | CS             |        1 |
| 567 | Edward |  2.9 |   2000 |  123 | Cornell  | EE             |        1 |
| 567 | Edward |  2.9 |   2000 |  123 | Stanford | CS             |        1 |
| 567 | Edward |  2.9 |   2000 |  123 | Stanford | EE             |        0 |
| 567 | Edward |  2.9 |   2000 |  234 | Berkeley | biology        |        0 |
| 567 | Edward |  2.9 |   2000 |  321 | MIT      | history        |        0 |
| 567 | Edward |  2.9 |   2000 |  321 | MIT      | psychology     |        1 |
| 567 | Edward |  2.9 |   2000 |  345 | Cornell  | bioengineering |        0 |
| 567 | Edward |  2.9 |   2000 |  345 | Cornell  | CS             |        1 |
| 567 | Edward |  2.9 |   2000 |  345 | Cornell  | EE             |        0 |
| 567 | Edward |  2.9 |   2000 |  345 | MIT      | bioengineering |        1 |
| 567 | Edward |  2.9 |   2000 |  543 | MIT      | CS             |        0 |
| 567 | Edward |  2.9 |   2000 |  678 | Stanford | history        |        1 |
| 567 | Edward |  2.9 |   2000 |  765 | Cornell  | history        |        0 |
| 567 | Edward |  2.9 |   2000 |  765 | Cornell  | psychology     |        1 |
| 567 | Edward |  2.9 |   2000 |  765 | Stanford | history        |        1 |
| 567 | Edward |  2.9 |   2000 |  876 | MIT      | biology        |        1 |
| 567 | Edward |  2.9 |   2000 |  876 | MIT      | marine biology |        0 |
| 567 | Edward |  2.9 |   2000 |  876 | Stanford | CS             |        0 |
| 567 | Edward |  2.9 |   2000 |  987 | Berkeley | CS             |        1 |
| 567 | Edward |  2.9 |   2000 |  987 | Stanford | CS             |        1 |
| 654 | Amy    |  3.9 |   1000 |  123 | Berkeley | CS             |        1 |
| 654 | Amy    |  3.9 |   1000 |  123 | Cornell  | EE             |        1 |
| 654 | Amy    |  3.9 |   1000 |  123 | Stanford | CS             |        1 |
| 654 | Amy    |  3.9 |   1000 |  123 | Stanford | EE             |        0 |
| 654 | Amy    |  3.9 |   1000 |  234 | Berkeley | biology        |        0 |
| 654 | Amy    |  3.9 |   1000 |  321 | MIT      | history        |        0 |
| 654 | Amy    |  3.9 |   1000 |  321 | MIT      | psychology     |        1 |
| 654 | Amy    |  3.9 |   1000 |  345 | Cornell  | bioengineering |        0 |
| 654 | Amy    |  3.9 |   1000 |  345 | Cornell  | CS             |        1 |
| 654 | Amy    |  3.9 |   1000 |  345 | Cornell  | EE             |        0 |
| 654 | Amy    |  3.9 |   1000 |  345 | MIT      | bioengineering |        1 |
| 654 | Amy    |  3.9 |   1000 |  543 | MIT      | CS             |        0 |
| 654 | Amy    |  3.9 |   1000 |  678 | Stanford | history        |        1 |
| 654 | Amy    |  3.9 |   1000 |  765 | Cornell  | history        |        0 |
| 654 | Amy    |  3.9 |   1000 |  765 | Cornell  | psychology     |        1 |
| 654 | Amy    |  3.9 |   1000 |  765 | Stanford | history        |        1 |
| 654 | Amy    |  3.9 |   1000 |  876 | MIT      | biology        |        1 |
| 654 | Amy    |  3.9 |   1000 |  876 | MIT      | marine biology |        0 |
| 654 | Amy    |  3.9 |   1000 |  876 | Stanford | CS             |        0 |
| 654 | Amy    |  3.9 |   1000 |  987 | Berkeley | CS             |        1 |
| 654 | Amy    |  3.9 |   1000 |  987 | Stanford | CS             |        1 |
| 678 | Fay    |  3.8 |    200 |  123 | Berkeley | CS             |        1 |
| 678 | Fay    |  3.8 |    200 |  123 | Cornell  | EE             |        1 |
| 678 | Fay    |  3.8 |    200 |  123 | Stanford | CS             |        1 |
| 678 | Fay    |  3.8 |    200 |  123 | Stanford | EE             |        0 |
| 678 | Fay    |  3.8 |    200 |  234 | Berkeley | biology        |        0 |
| 678 | Fay    |  3.8 |    200 |  321 | MIT      | history        |        0 |
| 678 | Fay    |  3.8 |    200 |  321 | MIT      | psychology     |        1 |
| 678 | Fay    |  3.8 |    200 |  345 | Cornell  | bioengineering |        0 |
| 678 | Fay    |  3.8 |    200 |  345 | Cornell  | CS             |        1 |
| 678 | Fay    |  3.8 |    200 |  345 | Cornell  | EE             |        0 |
| 678 | Fay    |  3.8 |    200 |  345 | MIT      | bioengineering |        1 |
| 678 | Fay    |  3.8 |    200 |  543 | MIT      | CS             |        0 |
| 678 | Fay    |  3.8 |    200 |  678 | Stanford | history        |        1 |
| 678 | Fay    |  3.8 |    200 |  765 | Cornell  | history        |        0 |
| 678 | Fay    |  3.8 |    200 |  765 | Cornell  | psychology     |        1 |
| 678 | Fay    |  3.8 |    200 |  765 | Stanford | history        |        1 |
| 678 | Fay    |  3.8 |    200 |  876 | MIT      | biology        |        1 |
| 678 | Fay    |  3.8 |    200 |  876 | MIT      | marine biology |        0 |
| 678 | Fay    |  3.8 |    200 |  876 | Stanford | CS             |        0 |
| 678 | Fay    |  3.8 |    200 |  987 | Berkeley | CS             |        1 |
| 678 | Fay    |  3.8 |    200 |  987 | Stanford | CS             |        1 |
| 765 | Jay    |  2.9 |   1500 |  123 | Berkeley | CS             |        1 |
| 765 | Jay    |  2.9 |   1500 |  123 | Cornell  | EE             |        1 |
| 765 | Jay    |  2.9 |   1500 |  123 | Stanford | CS             |        1 |
| 765 | Jay    |  2.9 |   1500 |  123 | Stanford | EE             |        0 |
| 765 | Jay    |  2.9 |   1500 |  234 | Berkeley | biology        |        0 |
| 765 | Jay    |  2.9 |   1500 |  321 | MIT      | history        |        0 |
| 765 | Jay    |  2.9 |   1500 |  321 | MIT      | psychology     |        1 |
| 765 | Jay    |  2.9 |   1500 |  345 | Cornell  | bioengineering |        0 |
| 765 | Jay    |  2.9 |   1500 |  345 | Cornell  | CS             |        1 |
| 765 | Jay    |  2.9 |   1500 |  345 | Cornell  | EE             |        0 |
| 765 | Jay    |  2.9 |   1500 |  345 | MIT      | bioengineering |        1 |
| 765 | Jay    |  2.9 |   1500 |  543 | MIT      | CS             |        0 |
| 765 | Jay    |  2.9 |   1500 |  678 | Stanford | history        |        1 |
| 765 | Jay    |  2.9 |   1500 |  765 | Cornell  | history        |        0 |
| 765 | Jay    |  2.9 |   1500 |  765 | Cornell  | psychology     |        1 |
| 765 | Jay    |  2.9 |   1500 |  765 | Stanford | history        |        1 |
| 765 | Jay    |  2.9 |   1500 |  876 | MIT      | biology        |        1 |
| 765 | Jay    |  2.9 |   1500 |  876 | MIT      | marine biology |        0 |
| 765 | Jay    |  2.9 |   1500 |  876 | Stanford | CS             |        0 |
| 765 | Jay    |  2.9 |   1500 |  987 | Berkeley | CS             |        1 |
| 765 | Jay    |  2.9 |   1500 |  987 | Stanford | CS             |        1 |
| 789 | Gary   |  3.4 |    800 |  123 | Berkeley | CS             |        1 |
| 789 | Gary   |  3.4 |    800 |  123 | Cornell  | EE             |        1 |
| 789 | Gary   |  3.4 |    800 |  123 | Stanford | CS             |        1 |
| 789 | Gary   |  3.4 |    800 |  123 | Stanford | EE             |        0 |
| 789 | Gary   |  3.4 |    800 |  234 | Berkeley | biology        |        0 |
| 789 | Gary   |  3.4 |    800 |  321 | MIT      | history        |        0 |
| 789 | Gary   |  3.4 |    800 |  321 | MIT      | psychology     |        1 |
| 789 | Gary   |  3.4 |    800 |  345 | Cornell  | bioengineering |        0 |
| 789 | Gary   |  3.4 |    800 |  345 | Cornell  | CS             |        1 |
| 789 | Gary   |  3.4 |    800 |  345 | Cornell  | EE             |        0 |
| 789 | Gary   |  3.4 |    800 |  345 | MIT      | bioengineering |        1 |
| 789 | Gary   |  3.4 |    800 |  543 | MIT      | CS             |        0 |
| 789 | Gary   |  3.4 |    800 |  678 | Stanford | history        |        1 |
| 789 | Gary   |  3.4 |    800 |  765 | Cornell  | history        |        0 |
| 789 | Gary   |  3.4 |    800 |  765 | Cornell  | psychology     |        1 |
| 789 | Gary   |  3.4 |    800 |  765 | Stanford | history        |        1 |
| 789 | Gary   |  3.4 |    800 |  876 | MIT      | biology        |        1 |
| 789 | Gary   |  3.4 |    800 |  876 | MIT      | marine biology |        0 |
| 789 | Gary   |  3.4 |    800 |  876 | Stanford | CS             |        0 |
| 789 | Gary   |  3.4 |    800 |  987 | Berkeley | CS             |        1 |
| 789 | Gary   |  3.4 |    800 |  987 | Stanford | CS             |        1 |
| 876 | Irene  |  3.9 |    400 |  123 | Berkeley | CS             |        1 |
| 876 | Irene  |  3.9 |    400 |  123 | Cornell  | EE             |        1 |
| 876 | Irene  |  3.9 |    400 |  123 | Stanford | CS             |        1 |
| 876 | Irene  |  3.9 |    400 |  123 | Stanford | EE             |        0 |
| 876 | Irene  |  3.9 |    400 |  234 | Berkeley | biology        |        0 |
| 876 | Irene  |  3.9 |    400 |  321 | MIT      | history        |        0 |
| 876 | Irene  |  3.9 |    400 |  321 | MIT      | psychology     |        1 |
| 876 | Irene  |  3.9 |    400 |  345 | Cornell  | bioengineering |        0 |
| 876 | Irene  |  3.9 |    400 |  345 | Cornell  | CS             |        1 |
| 876 | Irene  |  3.9 |    400 |  345 | Cornell  | EE             |        0 |
| 876 | Irene  |  3.9 |    400 |  345 | MIT      | bioengineering |        1 |
| 876 | Irene  |  3.9 |    400 |  543 | MIT      | CS             |        0 |
| 876 | Irene  |  3.9 |    400 |  678 | Stanford | history        |        1 |
| 876 | Irene  |  3.9 |    400 |  765 | Cornell  | history        |        0 |
| 876 | Irene  |  3.9 |    400 |  765 | Cornell  | psychology     |        1 |
| 876 | Irene  |  3.9 |    400 |  765 | Stanford | history        |        1 |
| 876 | Irene  |  3.9 |    400 |  876 | MIT      | biology        |        1 |
| 876 | Irene  |  3.9 |    400 |  876 | MIT      | marine biology |        0 |
| 876 | Irene  |  3.9 |    400 |  876 | Stanford | CS             |        0 |
| 876 | Irene  |  3.9 |    400 |  987 | Berkeley | CS             |        1 |
| 876 | Irene  |  3.9 |    400 |  987 | Stanford | CS             |        1 |
| 987 | Helen  |  3.7 |    800 |  123 | Berkeley | CS             |        1 |
| 987 | Helen  |  3.7 |    800 |  123 | Cornell  | EE             |        1 |
